Time,package-0,package-1,dram-0,dram-1,nvidia_gpu_0,
 61.670244455337524, 4785986466.0, 2733315085.0, 321446574.0, 271677296.0, 810603,
 61.798081159591675, 4868642748.0, 3285360913.0, 323702590.0, 354976646.0, 819901,
 61.956390142440796, 4798737349.0, 2756367699.0, 323658235.0, 272224378.0, 828597,
 67.49223494529724, 4684357393.0, 4111430332.0, 329018865.0, 406208589.0, 898767,
 62.63219881057739, 4856126362.0, 2766119750.0, 327407285.0, 271067239.0, 834969,
 62.180238485336304, 4884323312.0, 3189442519.0, 322589530.0, 339945559.0, 820048,
 61.86586952209473, 4650386715.0, 3003518007.0, 322629325.0, 288494000.0, 816346,
 62.19025111198425, 4921924168.0, 3076335020.0, 324750104.0, 322310520.0, 828689,
 62.01986789703369, 4632145979.0, 3069983657.0, 322613582.0, 295564053.0, 831902,
 62.773791790008545, 4969909702.0, 2988803139.0, 328375255.0, 307896986.0, 838278,
